year,code,amount,last_amount,name,topname,depname,depcat,category,cat,ref,comment
2017,9.1.10.2-77090901002,1084560000,1082536000,各分局業務,高雄市政府警察局主管,高雄市政府警察局,高雄市政府警察局,分局業務,高雄市政府警察局主管,9.1.10.2,"0902-高雄市政府警察局新興分局
本年度預算數77,953千元較上年度增列2,257千元，包括：
1.增列超勤加班費1,072千元。
2.增列列設備及投資845千元。
3.其他業務運作維持經費21,563千元，較上年度增列340千元。
0903-高雄市政府警察局鹽埕分局
本年度預算數32,547千元較上年度增列714千元，包括：
1.增列超勤加班費884千元。
2.減列設備及投資23千元。
3.其他業務運作維持經費11,066千元，較上年度減列147千元。
0904-高雄市政府警察局左營分局
本年度預算數72,985千元較上年度增列1,636千元，包括:
1.增列超勤加班費1,471千元。
2.其他業務運作維持經費22,249千元，較上年度增列227千元。
3.減列設備及投資62千元。
0905-高雄市政府警察局鼓山分局
本年度預算數65,872千元較上年度增列1,968千元，包括：
1.新增2017生態交通全球盛典活動等相關經費1,322千元。
2.增列超勤加班費324千元。
3.其他業務運作維持經費18,524千元，較上年度增列547千元。
4.減列設備及投資225千元。
0906-高雄市政府警察局苓雅分局
本年度預算數82,318千元較上年度增列934千元，包括：
1.增列超勤加班費490千元。
2.其他業務運作維持經費24,312千元，較上年度增列395千元。
3.增列設備及投資49千元。
0907-高雄市政府警察局三民第一分局
本年度預算數59,992千元較上年度增列1,493千元，包括：
1.增列超勤加班費410千元。
2.增列設備及投資55千元。
3.其他業務運作維持經費19,399千元，較上年度增列1,028千元。
0908-高雄市政府警察局三民第二分局
本年度預算數79,468千元較上年度增列467千元，包括：
1.增列設備及投資33千元。
2.其他業務運作維持經費25,868千元，較上年度增列571千元。
3.減列超勤加班費137千元。
0909-高雄市政府警察局前鎮分局
本年度預算數68,682千元較上年度增列 937千元，包括：
1.其他業務運作維持經費19,121千元，較上年度增列1,214千元。
2.減列超勤加班費252千元。
3.減列設備及投資25千元。
0910-高雄市政府警察局小港分局
本年度預算數57,554千元較上年度增列1,327千元，包括：
1.增列設備及投資1,611千元。
2.其他業務運作維持經費15,469千元，較上年度增列1,045千元。
3.減列超勤加班費1,329千元。
0911-高雄市政府警察局楠梓分局
本年度預算數56,402千元較上年度增列361千元，包括：
1.其他業務運作維持經費18,239千元，較上年度增列650千元。
2.減列超勤加班費249千元。
3.減列設備及投資40千元。
0912-高雄市政府警察局鳳山分局
本年度預算數102,785千元較上年度減列1,507千元，包括：
1.減列超勤加班費1,063千元。
2.減列設備及投資362千元。
3.其他業務運作維持經費23,501千元，較上年度減列82千元。
0913-高雄市政府警察局仁武分局
本年度預算數62,984千元較上年度增列670千元，包括：
1.其他業務運作維持經費14,966千元，較上年度增列495千元。
2.增列設備及投資1,081千元。
3.減列超勤加班費906千元。
0914-高雄市政府警察局林園分局
本年度預算數56,596千元較上年度減列195千元，包括：
1.其他業務運作維持經費12,773千元，較上年度增列510千元。
2.減列超勤加班費685千元。
3.減列設備及投資20千元。
0915-高雄市政府警察局岡山分局
本年度預算數70,029千元較上年度減列60千元，包括：
1.其他業務運作維持經費15,190千元，較上年度增列323千元。
2.增列設備及投資461千元。
3.減列超勤加班費844千元。
0916-高雄市政府警察局湖內分局
本年度預算數50,830千元較上年度減列6,138千元，包括:
1.減列超勤加班費271千元。
2.減列設備及投資5,743千元。  
3.其他業務運作維持經費10,285千元，較上年度減列124千元。
0917-高雄市政府警察局旗山分局
本年度預算數51,255千元較上年度減列346千元，包括：
1.其他業務運作維持經費13,077千元，較上年度增列192千元。
2.減列超勤加班費423千元。
3.減列設備及投資115千元。
0918-高雄市政府警察局六龜分局
本年度預算數36,308千元較上年度減列2,494千元包括：
1.減列超勤加班費1,834千元。
2.減列設備及投資434千元。
3.其他業務運作維持經費7,964千元，較上年度減列226千元。"
2017,9.1.11.1-77090901101,1514073000,1601878000,一般行政,高雄市政府警察局主管,高雄市政府警察局,高雄市政府警察局,大隊業務,高雄市政府警察局主管,9.1.11.1,"0919-高雄市政府警察局刑事警察大隊
本年度預算數371,125千元之內容與上年度之比較如下：
1.人員維持費369,715千元，較上年度核實減列人事費11,799千元。
2.基本行政工作維持費1,410千元，較上年度增列辦理公務所需費用6千元及減列退休人員三節慰問金414千元。
0920-高雄市政府警察局交通警察大隊
本年度預算數682,726千元之內容與上年度之比較如下：
1.人員維持費680,339千元，較上年度核實減列人事費39,465千元。
2.基本行政工作維持費2,387千元，較上年度減列退休人員三節慰問金918千元。
0921-高雄市政府警察局保安警察大隊
本年度預算數460,222千元之內容與上年度之比較如下：
1.人員維持費458,792千元，較上年度核實減列人事費34,281千元。
2.基本行政工作維持費1,430千元，較上年度減列退休人員三節慰問金等934千元。"
2017,9.1.11.2-77090901102,107239000,110813000,刑警勤務,高雄市政府警察局主管,高雄市政府警察局,高雄市政府警察局,大隊業務,高雄市政府警察局主管,9.1.11.2,"0919-高雄市政府警察局刑事警察大隊
本年度預算數107,239千元較上年度減列3,574千元，包括：
1.增列員警值日費11千元。
2.增列設備及投資839千元。
3.減列超勤加班費3,195千元。
4.其他業務運作維持經費42,792千元，較上年度減列1,229千元。"
2017,9.1.11.3-77090901103,84069000,79758000,保安勤務,高雄市政府警察局主管,高雄市政府警察局,高雄市政府警察局,大隊業務,高雄市政府警察局主管,9.1.11.3,"0921-高雄市政府警察局保安警察大隊
本年度預算數84,069千元較上年度增列4,311千元，包括：
1.新增福德市場辦公室整修及搬遷經費7,553千元。
2.其他設備及投資增列2,075千元。
3.減列超勤加班費4,379千元。
4.其他業務運作維持經費16,705千元，較上年度減列938千元。"
2017,9.1.11.4-77090901104,149335000,154233000,交通勤務,高雄市政府警察局主管,高雄市政府警察局,高雄市政府警察局,大隊業務,高雄市政府警察局主管,9.1.11.4,"0920-高雄市政府警察局交通警察大隊
本年度預算數149,335千元，較上年度減列4,898千元，包括:
1.增列設備及投資111千元。
2.減列超勤加班費3,823千元。
3.其他業務運作維持經費60,472千元，較上年度減列1,186千元。"
2017,9.1.11.5-77090901105,123668000,108984000,交通安全管理,高雄市政府警察局主管,高雄市政府警察局,高雄市政府警察局,大隊業務,高雄市政府警察局主管,9.1.11.5,"0920-高雄市政府警察局交通警察大隊
本年度預算數123,668千元，較上年度增列14,684千元，包括:
1.增列設備及投資8,190千元。
2.其他業務運作維持經費85,445千元，較上年度增列6,494千元。"
2017,9.1.12.1-77090907901,630000,630000,第一預備金,高雄市政府警察局主管,高雄市政府警察局,高雄市政府警察局,第一預備金,高雄市政府警察局主管,9.1.12.1,"0901-高雄市政府警察局局本部
仍照上年度預算數編列。"
2017,10.1.1.1-70101000101,275473000,288149000,行政管理,高雄市政府衛生局主管,高雄市政府衛生局,高雄市政府衛生局,一般行政,高雄市政府衛生局主管,10.1.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費259,249千元，較上年度減列移編登革熱研究中心人員等人事費10,712千元。
2.基本行政工作維持費16,224千元，較上年度減列退休人員及遺族三節慰問金等經費1,964千元。"
2017,10.1.2.1-70101000201,900694000,499202000,醫政業務,高雄市政府衛生局主管,高雄市政府衛生局,高雄市政府衛生局,衛生業務,高雄市政府衛生局主管,10.1.2.1,"本年度預算數較上年度增列401,492千元，包括：
1.市立醫院管理778,026千元，較上年度增列高雄市立小港醫院擴建工程土地購置費用等經費407,977千元。
2.衛生所管理業務360千元，較上年度增列衛生所推動公共衛生等經費213千元。
3.一般業務1,930千元，較上年度減列六年一次醫事人員執照更新等相關經費68千元。
4.老人裝置假牙計畫112,265千元，較上年度減列1,826千元。
5.緊急醫療救護業務1,181千元，較上年度減列急救訓練材料等經費65千元。
6.原住民醫療保健業務6,932千元，較上年度減列原民區衛生所醫療設備等經費4,739千元。"
2017,10.1.2.2-70101000202,2497000,2459000,藥政業務,高雄市政府衛生局主管,高雄市政府衛生局,高雄市政府衛生局,衛生業務,高雄市政府衛生局主管,10.1.2.2,"本年度預算數2,497千元，較上年度增列按日按件計資酬金等經費38千元。"
2017,10.1.2.3-70101000203,3144000,12330000,食品衛生業務,高雄市政府衛生局主管,高雄市政府衛生局,高雄市政府衛生局,衛生業務,高雄市政府衛生局主管,10.1.2.3,"本年度預算數較上年度減列9,186千元，包括：
1.一般業務3,144千元，較上年度增列提撥食品安全保護基金227千元。
2.上年度食品衛生管理提升計畫預算業已編竣，所列9,413千元如數減列。"
2017,10.1.2.4-70101000204,149564000,75657000,健康管理業務,高雄市政府衛生局主管,高雄市政府衛生局,高雄市政府衛生局,衛生業務,高雄市政府衛生局主管,10.1.2.4,"本年度預算數較上年度增列73,907千元，包括：
1.綜合保健計畫76,071千元，較上年度增列臨時人員酬金及補助優生保健相關檢查費等經費16,700千元。
2.癌症防治計畫21,052千元，較上年度增列臨時人員酬金及一般事務費等經費17,376千元。
3.健康促進計畫12,097千元，較上年度增列臨時人員酬金及一般事務費等經費11,125千元。
4.菸害防制計畫40,014千元，較上年度增列臨時人員酬金及一般事務費等經費34,706千元。
5.營養及職業衛生管理330千元，較上年度減列工業區流行病學調查及檢查計畫6,000千元。"
2017,10.1.2.5-70101000205,81624000,61700000,長期照護業務,高雄市政府衛生局主管,高雄市政府衛生局,高雄市政府衛生局,衛生業務,高雄市政府衛生局主管,10.1.2.5,"本年度預算數81,624千元，較上年度增列長照十年計畫2.0經費19,924千元。"
2017,10.1.2.6-70101000206,10412000,22767000,檢驗業務,高雄市政府衛生局主管,高雄市政府衛生局,高雄市政府衛生局,衛生業務,高雄市政府衛生局主管,10.1.2.6,"本年度預算數較上年度減列12,355千元，包括：
1.一般業務10,412千元，較上年度減列建構本市食品安全工作計畫經費4,630千元。
2.上年度辦理強化食品藥物化妝品安全實驗網絡及地方檢驗量能計畫預算業已編竣，所列7,725千元如數減列。"
2017,10.1.2.7-70101000207,61777000,54356000,社區心衛中心業務,高雄市政府衛生局主管,高雄市政府衛生局,高雄市政府衛生局,衛生業務,高雄市政府衛生局主管,10.1.2.7,"本年度預算數較上年度增列7,421千元，包括：
1.強化藥癮者輔導處遇計畫24,073千元，較上年度增列臨時人員酬金等經費8,758千元。
2.一般業務19,824千元，較上年度減列安置補助小康家民傷患醫療暨看護等費用1,337千元。"
2017,10.1.2.8-70101000208,3046000,3286000,企劃業務,高雄市政府衛生局主管,高雄市政府衛生局,高雄市政府衛生局,衛生業務,高雄市政府衛生局主管,10.1.2.8,"本年度預算數3,046千元，較上年度減列登革熱防治疫情整合系統等經費240千元。"
2017,10.1.3.1-70101000301,153520000,130117000,防疫工作,高雄市政府衛生局主管,高雄市政府衛生局,高雄市政府衛生局,防疫業務,高雄市政府衛生局主管,10.1.3.1,"本年度預算數較上年度增列23,403千元，包括：
1.各項預防接種及傳染病防治業務85,739千元，較上年度增列購買疫苗等經費5,013千元。
2.急性傳染病防治業務7,068千元，較上年度增列長照機構感染管制查核委員出席費及交通費等經費432千元。
3.慢性傳染病防治業務16,614千元，較上年度增列補助結核病個案接觸者就醫掛號費及檢體運費等經費708千元。
4.蟲媒傳染病防治業務44,099千元，較上年度增列傳染病防治衛教宣導暨登革熱防治社區防疫等經費17,250千元。"
2017,10.1.4.1-70101000401,578473000,574815000,各區衛生所業務,高雄市政府衛生局主管,高雄市政府衛生局,高雄市政府衛生局,衛生所業務,高雄市政府衛生局主管,10.1.4.1,"本年度預算數較上年度增列3,658千元，包括：
1.辦理衛生所建築物耐震補強或拆除工程計畫經費16,484千元，較上年度增列8,982千元。
2.購置個人電腦等設備費1,359千元，較上年度增列455千元。
3.人員維持費516,003千元，較上年度減列移編登革熱研究中心人員人事費3,105千元。
4.衛生所業務相關經費25,827千元，較上年度減列退休人員三節慰問金及車輛相關經費1,474千元。
5.六龜區衛生所新建工程計畫18,800千元，較上年度減列1,200千元。"
2017,10.1.5.1-70101000501,30374000,0,研究工作,高雄市政府衛生局主管,高雄市政府衛生局,高雄市政府衛生局,登革熱研究業務,高雄市政府衛生局主管,10.1.5.1,"本年度編列項目如下:
一、人員維持費11,634千元。
二、基本行政工作維持費11,000千元。
三、設備及投資7,740千元，編列項目如下：
1.資訊軟硬體設備160千元。
2.實驗室整修經費4,000千元。
3.醫療檢驗儀、藥效測試儀、高倍可投影式顯微鏡等設備3,580千元。"
2017,10.1.6.1-70101007901,400000,400000,第一預備金,高雄市政府衛生局主管,高雄市政府衛生局,高雄市政府衛生局,第一預備金,高雄市政府衛生局主管,10.1.6.1,仍照上年度預算數編列。
2017,11.1.1.1-73111100101,2298517000,2308618000,行政管理,高雄市政府環境保護局主管,高雄市政府環境保護局,高雄市政府環境保護局,一般行政,高雄市政府環境保護局主管,11.1.1.1,"本年度預算數之內容與上年度之比較如下： 
1.人員維持費2,276,208千元，較上年度核實減列約僱人員人事費9,174千元。
2.基本行政工作維持費22,309千元，較上年度減列三節慰問金及業務助理等經費927千元。"
2017,11.1.1.2-73111100102,18712000,19811000,業務管理,高雄市政府環境保護局主管,高雄市政府環境保護局,高雄市政府環境保護局,一般行政,高雄市政府環境保護局主管,11.1.1.2,"本年度預算數較上年度減列1,099千元，包括：
1.一般業務17,999千元，較上年度減列購買資訊軟硬體設備等經費1,076千元。
2.政風業務115千元，較上年度減列購買數位攝影機23千元。"
2017,11.1.1.3-73111100103,142135000,143602000,車輛管理及維護,高雄市政府環境保護局主管,高雄市政府環境保護局,高雄市政府環境保護局,一般行政,高雄市政府環境保護局主管,11.1.1.3,"本年度預算數142,135千元，較上年度減列油脂及車輛維護等經費1,467千元。"
2017,11.1.2.1-73111100201,7772000,272000,空氣污染防制及噪音,高雄市政府環境保護局主管,高雄市政府環境保護局,高雄市政府環境保護局,空氣污染防制及噪音振,高雄市政府環境保護局主管,11.1.2.1,"本年度預算數7,772千元，較上年度新增辦理「2017生態交通全球盛典」補助汰換四行程機車等經費7,500千元。"
2017,11.1.3.1-73111100301,58136000,23554000,土壤及水污染管理防,高雄市政府環境保護局主管,高雄市政府環境保護局,高雄市政府環境保護局,土壤及水污染管理防治,高雄市政府環境保護局主管,11.1.3.1,"本年度預算數較上年度增列34,582千元，包括：
1.土壤及地下水污染防治31,284千元，較上年度新增辦理土壤及地下水污染調查及查證工作計畫等經費23,570千元。
2.水體環境水質改善及經營管理計畫7,893千元，較上年度新增阿公店溪暨後勁溪污染總量管制計畫等經費1,822千元。
3.水污染防治13,890千元，較上年度增列河川水質監測委辦費及補助水污基金等經費7,190千元。
4.飲用水管理3,143千元，較上年度增列飲用水稽查採樣水質檢測委辦費1,650千元。
5.毒性化學物質管理558千元，較上年度增列印製法規、報告等經費250千元。
6.環境用藥管理160千元，較上年度增列印製宣導文件等經費100千元。"
2017,11.1.4.1-73111100401,873619000,796150000,垃圾集運管理,高雄市政府環境保護局主管,高雄市政府環境保護局,高雄市政府環境保護局,垃圾集運與清潔維護,高雄市政府環境保護局主管,11.1.4.1,"本年度預算數較上年度增列77,469千元，包括：
1.垃圾集運657,505千元，較上年度增列清潔獎金等經費74,415千元。
2.補助汰換老舊車輛計畫70,511千元，較上年度增列22,252千元。
3.環境消毒及病媒防治46,984千元，較上年度增列委託病媒防治噴藥服務及購買環境消毒藥劑等經費11,345千元。
4.一般廢棄物回收60,852千元，較上年度減列資源回收工作獎金、補助環境保護基金及回收獎勵等經費29,278千元。
5.資源回收工作計畫28,000千元，較上年度減列租用車輛、臨時人員及區里推動資源回收績效評比工作等經費810元。
6.公廁管理及整修269千元，較上年度減列辦理本市公廁宣導、考評及頒獎等一般事務費455千元。"
2017,11.1.5.1-73111100501,403806000,359579000,都市廢棄物處理,高雄市政府環境保護局主管,高雄市政府環境保護局,高雄市政府環境保護局,都市廢棄物處理,高雄市政府環境保護局主管,11.1.5.1,"本年度預算數403,806千元，較上年度增列底渣再利用計畫及廢棄物掩埋場回饋金等經費44,227千元。"
2017,11.1.6.1-73111100601,5220000,5220000,勞工安全衛生,高雄市政府環境保護局主管,高雄市政府環境保護局,高雄市政府環境保護局,勞工安全衛生,高雄市政府環境保護局主管,11.1.6.1,"本年度預算數5,220千元，係辦理勞工安全業務，與上年度同。"
2017,11.1.7.1-73111100701,16093000,65566000,環境影響評估及公害,高雄市政府環境保護局主管,高雄市政府環境保護局,高雄市政府環境保護局,環境影響評估及公害糾,高雄市政府環境保護局主管,11.1.7.1,"本年度預算數較上年度減列49,473千元，包括：
1.高雄市建構寧適家園計畫6,820千元，較上年度減列49,380千元。
2.環境影響評估8,865千元，較上年度減列補助環教基金等經費93千元。"
2017,11.1.8.1-73111100801,28336000,31516000,環境污染稽查,高雄市政府環境保護局主管,高雄市政府環境保護局,高雄市政府環境保護局,環境污染稽查,高雄市政府環境保護局主管,11.1.8.1,"本年度預算數28,336千元，較上年度減列民眾檢舉獎勵金等經費3,180千元。"
2017,11.1.9.1-73111100901,3153000,3130000,環境公害檢驗,高雄市政府環境保護局主管,高雄市政府環境保護局,高雄市政府環境保護局,檢驗業務,高雄市政府環境保護局主管,11.1.9.1,"本年度預算數3,153千元，較上年度增列機械設備等經費23千元。"
2017,11.1.10.1-73111107901,420000,420000,第一預備金,高雄市政府環境保護局主管,高雄市政府環境保護局,高雄市政府環境保護局,第一預備金,高雄市政府環境保護局主管,11.1.10.1,仍照上年度預算數編列。
2017,11.2.1.1-73111110101,78891000,78533000,行政管理,高雄市政府環境保護局主管,高雄市政府環境保護局中,高雄市政府環境保護局中,一般行政,高雄市政府環境保護局主管,11.2.1.1,"本年度預算數之內容與上年度之比較如下:
1.人員維持費77,614千元與上年度同。
2.基本行政工作維持費1,277千元，較上年度增列影印機租賃及電腦耗材等經費358千元。"
2017,11.2.1.2-73111110102,52847000,51026000,業務管理,高雄市政府環境保護局主管,高雄市政府環境保護局中,高雄市政府環境保護局中,一般行政,高雄市政府環境保護局主管,11.2.1.2,"本年度預算數52,847千元，較上年度增列中區廠回饋金2,000千元及減列員工慰問品等經費179千元。"
2017,11.2.2.1-73111111001,153909000,161477000,垃圾焚化操作,高雄市政府環境保護局主管,高雄市政府環境保護局中,高雄市政府環境保護局中,垃圾焚化業務,高雄市政府環境保護局主管,11.2.2.1,"本年度預算數153,909千元，較上年度預算數減列7,568千元，包括:
1.營運業務22,195千元，較上年度減列全廠機電維修及設備改善等經費521千元。
2.操作業務128,092千元，較上年度減列岡山廠回饋金及消石灰、活性碳等物品經費6,669千元。
3.岡山游泳館管理業務3,622千元，較上年度減列水電費等經費378千元。"
2017,11.3.1.1-73111120101,287194000,245651000,行政管理,高雄市政府環境保護局主管,高雄市政府環境保護局南,高雄市政府環境保護局南,一般行政,高雄市政府環境保護局主管,11.3.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費100,797千元與上年度同。
2.基本行政工作維持費186,397千元，較上年度增列回饋金等經費41,543千元。"
2017,11.3.1.2-73111120102,1128000,1428000,業務管理,高雄市政府環境保護局主管,高雄市政府環境保護局南,高雄市政府環境保護局南,一般行政,高雄市政府環境保護局主管,11.3.1.2,"本年度預算數1,128千元，較上年度減列勞工安全衛生及消防業務之滅火器藥劑更換及充填定期作業等經費300千元。"
2017,11.3.2.1-73111121001,182944000,186607000,垃圾焚化操作,高雄市政府環境保護局主管,高雄市政府環境保護局南,高雄市政府環境保護局南,垃圾焚化業務,高雄市政府環境保護局主管,11.3.2.1,"本年度預算數182,944千元，較上年度減列操作業務之空污費、飛灰固化物打包裝袋及灰渣清運等相關經費3,663千元。"
2017,12.1.1.1-33121200101,161800000,162063000,行政管理,高雄市政府地政局主管,高雄市政府地政局,高雄市政府地政局,一般行政,高雄市政府地政局主管,12.1.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費158,248千元與上年度同。
2.基本行政工作維持費3,552千元，較上年度減列退休人員三節慰問金等經費263千元。"
2017,12.1.1.2-33121200102,1086000,4254000,業務管理,高雄市政府地政局主管,高雄市政府地政局,高雄市政府地政局,一般行政,高雄市政府地政局主管,12.1.1.2,"本年度預算數1,086千元，較上年度增列政風、會計業務經費23千元，並減列人事業務經費3,191千元。"
2017,12.1.2.1-33121201101,10222000,7861000,地籍管理,高雄市政府地政局主管,高雄市政府地政局,高雄市政府地政局,地籍業務,高雄市政府地政局主管,12.1.2.1,"本年度預算數較上年度增列2,361千元，包括：
1.代為標售地籍清理土地作業經費9,700千元，較上年度增列2,385千元。
2.地籍清理與管理經費522千元，較上年度減列24千元。"
2017,12.1.3.1-33121201201,4445000,4064000,地籍調查及整理,高雄市政府地政局主管,高雄市政府地政局,高雄市政府地政局,地籍測量業務,高雄市政府地政局主管,12.1.3.1,"本年度預算數4,445千元，較上年度增列控制測量及戶地測量業務相關經費381千元。"
2017,12.1.4.1-33121201301,1092000,1552000,地價管理,高雄市政府地政局主管,高雄市政府地政局,高雄市政府地政局,地價業務,高雄市政府地政局主管,12.1.4.1,"本年度預算數1,092千元，較上年度減列規定地價及重新規定地價業務相關經費460千元。"
2017,12.1.5.1-33121201401,3338000,3367000,地權管理,高雄市政府地政局主管,高雄市政府地政局,高雄市政府地政局,地權業務,高雄市政府地政局主管,12.1.5.1,"本年度預算數3,338千元，較上年度減列公地管理經費29千元。"
2017,12.1.6.1-33121201501,832000,832000,非都市土地管理及督,高雄市政府地政局主管,高雄市政府地政局,高雄市政府地政局,地用業務,高雄市政府地政局主管,12.1.6.1,本年度預算數832千元，係辦理非都市土地管理與督導土地開發業務經費，與上年度同。
2017,12.1.7.1-33121201601,671000,671000,公共設施用地取得,高雄市政府地政局主管,高雄市政府地政局,高雄市政府地政局,徵收業務,高雄市政府地政局主管,12.1.7.1,本年度預算數671千元，係辦理徵收業務經費，與上年度同。
2017,12.1.8.1-33121201701,1443000,1123000,地政及地理資訊發展,高雄市政府地政局主管,高雄市政府地政局,高雄市政府地政局,資訊業務,高雄市政府地政局主管,12.1.8.1,"本年度預算數1,443千元，較上年度增列地政資訊業務經費320千元。"
2017,12.1.9.1-33121207901,450000,450000,第一預備金,高雄市政府地政局主管,高雄市政府地政局,高雄市政府地政局,第一預備金,高雄市政府地政局主管,12.1.9.1,仍照上年度預算數編列。
2017,12.2.1.1-33121210101,128896000,130190000,行政管理,高雄市政府地政局主管,高雄市政府土地開發處,高雄市政府土地開發處,一般行政,高雄市政府地政局主管,12.2.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費126,588千元，較上年度核實減列人事費1,200千元。
2.基本行政工作維持費2,308千元，較上年度減列辦公室隔間改善與地板磁磚修護相關費用及退休人員三節慰問金等經費94千元。"
2017,12.2.1.2-33121210102,758000,758000,業務管理,高雄市政府地政局主管,高雄市政府土地開發處,高雄市政府土地開發處,一般行政,高雄市政府地政局主管,12.2.1.2,本年度預算數758千元，係辦理總務、會計及人事業務等經費，與上年度同。
2017,12.2.2.1-33121211202,11428000,11794000,地籍圖重測及開發地,高雄市政府地政局主管,高雄市政府土地開發處,高雄市政府土地開發處,地籍測量業務,高雄市政府地政局主管,12.2.2.1,"本年度預算數較上年度減列366千元，包括：
1.地籍圖重測經費10,527千元，較上年度增列389千元。
2.一般測量業務經費901千元，較上年度減列755千元。"
2017,12.2.3.1-33121211801,13498000,13498000,開發區勘選考工及基,高雄市政府地政局主管,高雄市政府土地開發處,高雄市政府土地開發處,土地開發業務,高雄市政府地政局主管,12.2.3.1,"本年度預算數13,498千元，係辦理開發區勘選考工及基金管理經費，與上年度同。"
2017,12.2.3.2-33121211802,50000,50000,土地查估及配地作業,高雄市政府地政局主管,高雄市政府土地開發處,高雄市政府土地開發處,土地開發業務,高雄市政府地政局主管,12.2.3.2,本年度預算數50千元，係辦理土地查估及配地作業，與上年度同。
2017,12.2.3.3-33121211803,75000,84000,土地處分及差額地價,高雄市政府地政局主管,高雄市政府土地開發處,高雄市政府土地開發處,土地開發業務,高雄市政府地政局主管,12.2.3.3,本年度預算數75千元，較上年度減列地籍清理實施計畫相關人員加班費9千元。
2017,12.2.3.4-33121211804,88911000,111241000,農地重劃及農村社區,高雄市政府地政局主管,高雄市政府土地開發處,高雄市政府土地開發處,土地開發業務,高雄市政府地政局主管,12.2.3.4,"本年度預算數較上年度減列22,330千元，包括：
1.農水路維護業務87,624千元，較上年度增列農委會補助辦理農地重劃區緊急農水路改善計畫相關經費5,500千元。
2.一般業務1,287千元，較上年度減列美濃區吉安農地重劃區農水路相關費用及標售業務等經費27,830千元。"
2017,12.2.4.1-33121212301,31500000,31500000,債務付息,高雄市政府地政局主管,高雄市政府土地開發處,高雄市政府土地開發處,債務付息,高雄市政府地政局主管,12.2.4.1,"本年度預算數31,500千元，係高坪特定區開發計畫案貸款利息，與上年度同。"
2017,12.3.1.1-33123500101,41185000,45154000,行政管理,高雄市政府地政局主管,高雄市政府鹽埕地政事務,高雄市政府鹽埕地政事務,一般行政,高雄市政府地政局主管,12.3.1.1,"本年度預算數之內容與上年度之比較如下:
1.人員維持費40,213千元，較上年度核實減列人事費3,767千元。
2.基本行政工作維持費972千元，較上年度減列三節慰問金等經費202千元。"
2017,12.3.1.2-33123500102,1850000,1850000,業務管理,高雄市政府地政局主管,高雄市政府鹽埕地政事務,高雄市政府鹽埕地政事務,一般行政,高雄市政府地政局主管,12.3.1.2,"本年度預算數1,850千元，係辦理總務及管理、人事業務、會計業務及研考業務等經費，與上年度同。"
2017,12.3.2.1-33123501901,1934000,2001000,土地建物登記,高雄市政府地政局主管,高雄市政府鹽埕地政事務,高雄市政府鹽埕地政事務,地政業務,高雄市政府地政局主管,12.3.2.1,"本年度預算數1,934千元，較上年度減列土地建物登記及地籍清理等經費67千元。"
2017,12.3.2.2-33123501902,424000,424000,土地複丈分割測量,高雄市政府地政局主管,高雄市政府鹽埕地政事務,高雄市政府鹽埕地政事務,地政業務,高雄市政府地政局主管,12.3.2.2,本年度預算數424千元，係辦理土地複丈分割測量經費，與上年度同。
2017,12.3.2.3-33123501903,80000,153000,土地現值查估編製,高雄市政府地政局主管,高雄市政府鹽埕地政事務,高雄市政府鹽埕地政事務,地政業務,高雄市政府地政局主管,12.3.2.3,"本年度預算數較上年度減列73千元，包括：
1.一般業務經費80千元，較上年度增列20千元。
2.上年度辦理重新規定地價業務預算業已編竣，所列93千元如數減列。"
2017,12.3.2.4-33123501905,159000,119000,地籍資料及檔案管理,高雄市政府地政局主管,高雄市政府鹽埕地政事務,高雄市政府鹽埕地政事務,地政業務,高雄市政府地政局主管,12.3.2.4,本年度預算數159千元，較上年度增列影印機租金及影印紙、各種表報等經費40千元。
2017,12.4.1.1-33123510101,44475000,48870000,行政管理,高雄市政府地政局主管,高雄市政府新興地政事務,高雄市政府新興地政事務,一般行政,高雄市政府地政局主管,12.4.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費43,514千元，較上年度核實減列人事費4,490千元。
2.基本行政工作維持費961千元，較上年度增列監視設備等經費95千元。"
2017,12.4.1.2-33123510102,1281000,1281000,業務管理,高雄市政府地政局主管,高雄市政府新興地政事務,高雄市政府新興地政事務,一般行政,高雄市政府地政局主管,12.4.1.2,"本年度預算數1,281千元，係辦理總務管理、人事、會計、研考等相關業務經費，與上年度同。"
2017,12.4.2.1-33123511901,2397000,3076000,土地建物登記,高雄市政府地政局主管,高雄市政府新興地政事務,高雄市政府新興地政事務,地政業務,高雄市政府地政局主管,12.4.2.1,"本年度預算數2,397千元，較上年度減列辦理地籍清理及土地建物登記相關經費679千元。"
2017,12.4.2.2-33123511902,357000,333000,土地複丈分割測量,高雄市政府地政局主管,高雄市政府新興地政事務,高雄市政府新興地政事務,地政業務,高雄市政府地政局主管,12.4.2.2,本年度預算數357千元，較上年度增列測量助理工作費24千元。
2017,12.4.2.3-33123511903,87000,125000,土地現值查估編製,高雄市政府地政局主管,高雄市政府新興地政事務,高雄市政府新興地政事務,地政業務,高雄市政府地政局主管,12.4.2.3,"本年度預算數較上年度減列38千元，包括：
1.一般業務經費87千元，較上年度增列32千元。
2.上年度辦理重新規定地價業務預算業已編竣，所列70千元如數減列。"
