增加固定資產及遞耗資產,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,-,,,-,,,-,,,-,,,,,,,,,,,,
增加無形資產、遞延借項及其他資產,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-248,130",,,"-1,244",,,"-544,117",,,"2,991,357",,,,,,,,,,,,
投資活動之淨現金流入（流出－）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
融資活動之現金流量,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"2,000",,,-,,,-,,,-,,,,,,,,,,,,
增加短期債務、流動金融負債、其他負債及遞延貸項,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,-,,,-,,,"2,544,117",,,-,,,,,,,,,,,,
增加長期負債,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,-,,,-,,,"-1,920",,,-,,,,,,,,,,,,
減少短期債務、流動金融負債、其他負債及遞延貸項,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,-,,,-,,,"-2,000,000",,,-,,,,,,,,,,,,
減少長期負債,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,-,,,"-6,221",,,-,,,-,,,,,,,,,,,,
賸餘分配款,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"2,000",,,"-6,221",,,"542,197",,,-,,,,,,,,,,,,
融資活動之淨現金流入（流出－）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-236,825",,,"4,128",,,"105,667",,,"2,196,349",,,,,,,,,,,,
現金及約當現金之淨增（淨減－）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"2,827,448",,,"147,249",,,"3,396,919",,,"700,219",,,,,,,,,,,,
期初現金及約當現金,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"2,590,623",,,"151,377",,,"3,502,586",,,"2,896,568",,,,,,,,,,,,
期末現金及約當現金,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
臺中市附屬單位預算,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
作業基金現金流量綜計表,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
(依基金別分列),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
中華民國 104年度,,,,,,,,,,,,,,,,,,,,,,
單位：新臺幣千元,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,臺中市區段徵收作業基金,,,臺中市工業區開發管理基金,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
項              目,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
業務活動之現金流量,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-133,942",,,"12,611",,,,,,,,,,,,,,,,,,
本期賸餘（短絀－）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,778,,,-790,,,,,,,,,,,,,,,,,,
調整非現金項目,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-133,164",,,"11,821",,,,,,,,,,,,,,,,,,
業務活動之淨現金流入（流出－),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
投資活動之現金流量,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,-,,,-,,,,,,,,,,,,,,,,,,
減少流動金融資產及短期貸墊款,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,-,,,-,,,,,,,,,,,,,,,,,,
減少投資、長期應收款、貸墊款及準備金,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-1,014,361",,,"-85,936",,,,,,,,,,,,,,,,,,
增加投資、長期應收款、貸墊款及準備金,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-199,235",,,-,,,,,,,,,,,,,,,,,,
增加固定資產及遞耗資產,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,-,,,-,,,,,,,,,,,,,,,,,,
增加無形資產、遞延借項及其他資產,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-1,213,596",,,"-85,936",,,,,,,,,,,,,,,,,,
投資活動之淨現金流入（流出－）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
融資活動之現金流量,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,-,,,"2,000",,,,,,,,,,,,,,,,,,
增加短期債務、流動金融負債、其他負債及遞延貸項,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"5,540,763",,,"258,095",,,,,,,,,,,,,,,,,,
增加長期負債,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,-,,,-,,,,,,,,,,,,,,,,,,
減少短期債務、流動金融負債、其他負債及遞延貸項,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-4,327,167",,,-,,,,,,,,,,,,,,,,,,
減少長期負債,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,-,,,-,,,,,,,,,,,,,,,,,,
賸餘分配款,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"1,213,596",,,"260,095",,,,,,,,,,,,,,,,,,
融資活動之淨現金流入（流出－）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-133,164",,,"185,980",,,,,,,,,,,,,,,,,,
現金及約當現金之淨增（淨減－）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"9,134,718",,,"534,839",,,,,,,,,,,,,,,,,,
期初現金及約當現金,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"9,001,554",,,"720,819",,,,,,,,,,,,,,,,,,
期末現金及約當現金,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
臺中市附屬單位預算,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
作業基金預計平衡綜計表,,,,,,,,,,,,,,,,,,,,,,
(依基金別分列),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
中華民國 104 年 12 月 31 日,,,,,,,,,,,,,,,,,,,,,,
單位：新臺幣千元,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,合    計,,,臺中市政府公教人員住宅及福利委員會,,,臺中市公有停車場基金,,,臺中市管線工程統一挖補作業基金,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
項              目,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
資產,"86,550,355",,,"48,971",,,"2,222,580",,,"470,408",,,,,,,,,,,,
流動資產,"26,223,993",,,"39,724",,,"303,272",,,"388,714",,,,,,,,,,,,
現金,"19,275,859",,,"39,688",,,"173,198",,,"199,446",,,,,,,,,,,,
銀行存款,"19,275,859",,,"39,688",,,"173,198",,,"199,446",,,,,,,,,,,,
銀行存款,"19,141,509",,,"5,338",,,"173,198",,,"99,446",,,,,,,,,,,,
定期存款,"134,350",,,"34,350",,,-,,,"100,000",,,,,,,,,,,,
應收款項,"5,850,476",,,36,,,"110,574",,,27,,,,,,,,,,,,
應收票據,-,,,-,,,-,,,-,,,,,,,,,,,,
應收帳款,"2,447,391",,,-,,,"112,217",,,15,,,,,,,,,,,,
備抵呆帳－應收帳款(-),"-2,002",,,-,,,"-1,678",,,-,,,,,,,,,,,,
應收醫療帳款,"22,951",,,-,,,-,,,-,,,,,,,,,,,,
備抵醫療折讓(-),"-2,968",,,-,,,-,,,-,,,,,,,,,,,,
應收收益,"2,559",,,-,,,-,,,-,,,,,,,,,,,,
應收利息,706,,,36,,,35,,,12,,,,,,,,,,,,
其他應收款,"3,381,839",,,-,,,-,,,-,,,,,,,,,,,,
存貨,"2,279",,,-,,,-,,,-,,,,,,,,,,,,
醫療用品,"2,279",,,-,,,-,,,-,,,,,,,,,,,,
預付款項,"1,094,487",,,-,,,"19,500",,,"189,241",,,,,,,,,,,,
預付費用,"1,094,487",,,-,,,"19,500",,,"189,241",,,,,,,,,,,,
其他預付款,-,,,-,,,-,,,-,,,,,,,,,,,,
短期貸墊款,892,,,-,,,-,,,-,,,,,,,,,,,,
短期墊款,892,,,-,,,-,,,-,,,,,,,,,,,,
投資、長期應收款、貸墊款及準備金,"57,100,130",,,"9,100",,,-,,,-,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
長期投資,"49,137,407",,,-,,,-,,,-,,,,,,,,,,,,
不動產投資,"49,137,407",,,-,,,-,,,-,,,,,,,,,,,,
其他長期投資,-,,,-,,,-,,,-,,,,,,,,,,,,
長期應收款,"7,899,100",,,"9,100",,,-,,,-,,,,,,,,,,,,
長期應收款,"7,899,100",,,"9,100",,,-,,,-,,,,,,,,,,,,
長期貸款,-,,,-,,,-,,,-,,,,,,,,,,,,
其他長期貸款,-,,,-,,,-,,,-,,,,,,,,,,,,
長期墊款,"63,623",,,-,,,-,,,-,,,,,,,,,,,,
長期墊款,"63,623",,,-,,,-,,,-,,,,,,,,,,,,
固定資產,"2,599,050",,,-,,,"1,367,264",,,"79,358",,,,,,,,,,,,
土地,"274,260",,,-,,,"274,260",,,-,,,,,,,,,,,,
土地,"274,260",,,-,,,"274,260",,,-,,,,,,,,,,,,
土地改良物,"236,847",,,-,,,"236,847",,,-,,,,,,,,,,,,
土地改良物,"422,958",,,-,,,"422,958",,,-,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
臺中市附屬單位預算,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
作業基金預計平衡綜計表,,,,,,,,,,,,,,,,,,,,,,
(依基金別分列),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
中華民國 104 年 12 月 31 日,,,,,,,,,,,,,,,,,,,,,,
單位：新臺幣千元,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,合    計,,,臺中市政府公教人員住宅及福利委員會,,,臺中市公有停車場基金,,,臺中市管線工程統一挖補作業基金,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
項              目,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
累計折舊－土地改良物(-),"-186,111",,,-,,,"-186,111",,,-,,,,,,,,,,,,
房屋及建築,"1,230,066",,,-,,,"782,573",,,-,,,,,,,,,,,,
房屋及建築,"1,263,144",,,-,,,"814,971",,,-,,,,,,,,,,,,
累計折舊－房屋及建築(-),"-33,078",,,-,,,"-32,398",,,-,,,,,,,,,,,,
機械及設備,"14,589",,,-,,,"9,696",,,735,,,,,,,,,,,,
機械及設備,"38,029",,,-,,,"20,864",,,983,,,,,,,,,,,,
累計折舊─ 機械及設備(-),"-23,440",,,-,,,"-11,168",,,-248,,,,,,,,,,,,
交通及運輸設備,"142,234",,,-,,,"62,523",,,"78,088",,,,,,,,,,,,
交通及運輸設備,"226,358",,,-,,,"92,307",,,"128,885",,,,,,,,,,,,
累計折舊－交通及運輸設備(-),"-84,124",,,-,,,"-29,784",,,"-50,797",,,,,,,,,,,,
什項設備,"3,928",,,-,,,"1,365",,,535,,,,,,,,,,,,
什項設備,"13,868",,,-,,,"4,211",,,680,,,,,,,,,,,,
累計折舊－什項設備(-),"-9,940",,,-,,,"-2,846",,,-145,,,,,,,,,,,,
購建中固定資產,"697,126",,,-,,,-,,,-,,,,,,,,,,,,
未完工程,"697,126",,,-,,,-,,,-,,,,,,,,,,,,
無形資產,"22,862",,,-,,,"19,860",,,"2,336",,,,,,,,,,,,
無形資產,"22,862",,,-,,,"19,860",,,"2,336",,,,,,,,,,,,
電腦軟體,"22,862",,,-,,,"19,860",,,"2,336",,,,,,,,,,,,
其他資產,"604,320",,,147,,,"532,184",,,-,,,,,,,,,,,,
什項資產,"604,320",,,147,,,"532,184",,,-,,,,,,,,,,,,
存出保證金,611,,,-,,,170,,,-,,,,,,,,,,,,
存出保證品,"69,000",,,-,,,-,,,-,,,,,,,,,,,,
暫付及待結轉帳項,147,,,147,,,-,,,-,,,,,,,,,,,,
代管資產,"777,296",,,-,,,"772,347",,,-,,,,,,,,,,,,
累計折舊－代管資產(-),"-242,734",,,-,,,"-240,333",,,-,,,,,,,,,,,,
備忘科目:,-,,,-,,,-,,,-,,,,,,,,,,,,
信託代理與保證資產,"272,699",,,-,,,"61,779",,,"21,183",,,,,,,,,,,,
信託代理與保證資產,"272,699",,,-,,,"61,779",,,"21,183",,,,,,,,,,,,
保管有價證券,"272,699",,,-,,,"61,779",,,"21,183",,,,,,,,,,,,
保管品,-,,,-,,,-,,,-,,,,,,,,,,,,
保證品,-,,,-,,,-,,,-,,,,,,,,,,,,
負債,"65,344,693",,,-,,,"899,853",,,"416,523",,,,,,,,,,,,
流動負債,"13,801,372",,,-,,,"327,067",,,"399,607",,,,,,,,,,,,
短期債務,-,,,-,,,-,,,-,,,,,,,,,,,,
短期借款,-,,,-,,,-,,,-,,,,,,,,,,,,
應付款項,"13,433,487",,,-,,,"270,900",,,"139,878",,,,,,,,,,,,
應付帳款,"1,466,928",,,-,,,"270,900",,,"28,500",,,,,,,,,,,,
應付代收款,-,,,-,,,-,,,-,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
臺中市附屬單位預算,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
作業基金預計平衡綜計表,,,,,,,,,,,,,,,,,,,,,,
(依基金別分列),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
中華民國 104 年 12 月 31 日,,,,,,,,,,,,,,,,,,,,,,
單位：新臺幣千元,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,合    計,,,臺中市政府公教人員住宅及福利委員會,,,臺中市公有停車場基金,,,臺中市管線工程統一挖補作業基金,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
項              目,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
應付費用,"18,970",,,-,,,-,,,-,,,,,,,,,,,,
應付利息,"36,211",,,-,,,-,,,-,,,,,,,,,,,,
應付繳庫數,"11,800,000",,,-,,,-,,,-,,,,,,,,,,,,
其他應付款,"111,378",,,-,,,-,,,"111,378",,,,,,,,,,,,
預收款項,"367,885",,,-,,,"56,167",,,"259,729",,,,,,,,,,,,
預收收入,"367,885",,,-,,,"56,167",,,"259,729",,,,,,,,,,,,
長期負債,"50,800,572",,,-,,,-,,,-,,,,,,,,,,,,
長期債務,"50,800,572",,,-,,,-,,,-,,,,,,,,,,,,
長期借款,"50,800,572",,,-,,,-,,,-,,,,,,,,,,,,
其他負債,"742,749",,,-,,,"572,786",,,"16,916",,,,,,,,,,,,
什項負債,"742,749",,,-,,,"572,786",,,"16,916",,,,,,,,,,,,
存入保證金,"51,169",,,-,,,-,,,"16,916",,,,,,,,,,,,
應付保管款,"140,236",,,-,,,"40,604",,,-,,,,,,,,,,,,
應付代管資產,"534,562",,,-,,,"532,014",,,-,,,,,,,,,,,,
暫收及待結轉帳項,"16,782",,,-,,,168,,,-,,,,,,,,,,,,
淨值,"21,205,662",,,"48,971",,,"1,322,727",,,"53,885",,,,,,,,,,,,
基金,"3,990,333",,,"33,277",,,-,,,"1,000",,,,,,,,,,,,
基金,"3,990,333",,,"33,277",,,-,,,"1,000",,,,,,,,,,,,
基金,"3,990,333",,,"33,277",,,-,,,"1,000",,,,,,,,,,,,
公積,"290,925",,,-,,,"240,333",,,-,,,,,,,,,,,,
資本公債,"247,797",,,-,,,"240,333",,,-,,,,,,,,,,,,
受贈公積,"247,797",,,-,,,"240,333",,,-,,,,,,,,,,,,
特別公積,"43,128",,,-,,,-,,,-,,,,,,,,,,,,
特別公積,"43,128",,,-,,,-,,,-,,,,,,,,,,,,
累積餘絀(-),"16,924,404",,,"15,694",,,"1,082,394",,,"52,885",,,,,,,,,,,,
累積賸餘,"16,944,230",,,"15,694",,,"1,082,394",,,"52,885",,,,,,,,,,,,
累積賸餘,"16,944,230",,,"15,694",,,"1,082,394",,,"52,885",,,,,,,,,,,,
本期賸餘,-,,,-,,,-,,,-,,,,,,,,,,,,
累積短絀(-),"-19,826",,,-,,,-,,,-,,,,,,,,,,,,
累積短絀,"-19,826",,,-,,,-,,,-,,,,,,,,,,,,
備忘科目:,-,,,-,,,-,,,-,,,,,,,,,,,,
信託代理與保證負債,"272,699",,,-,,,"61,779",,,"21,183",,,,,,,,,,,,
信託代理與保證負債,"272,699",,,-,,,"61,779",,,"21,183",,,,,,,,,,,,
應付保管有價證券,"272,699",,,-,,,"61,779",,,"21,183",,,,,,,,,,,,
應付保管品,-,,,-,,,-,,,-,,,,,,,,,,,,
應付保證品,-,,,-,,,-,,,-,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
臺中市附屬單位預算,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
作業基金預計平衡綜計表,,,,,,,,,,,,,,,,,,,,,,
(依基金別分列),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
中華民國 104 年 12 月 31 日,,,,,,,,,,,,,,,,,,,,,,
單位：新臺幣千元,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,臺中市都市更新及都市發展建設基金,,,臺中市醫療作業基金,,,臺中市市地重劃基金,,,臺中市實施平均地權基金,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
項              目,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
資產,"2,840,470",,,"188,283",,,"20,900,070",,,"16,560,240",,,,,,,,,,,,
流動資產,"2,590,623",,,"180,059",,,"4,003,097",,,"8,537,609",,,,,,,,,,,,
現金,"2,590,623",,,"151,377",,,"3,502,586",,,"2,896,568",,,,,,,,,,,,
銀行存款,"2,590,623",,,"151,377",,,"3,502,586",,,"2,896,568",,,,,,,,,,,,
銀行存款,"2,590,623",,,"151,377",,,"3,502,586",,,"2,896,568",,,,,,,,,,,,
定期存款,-,,,-,,,-,,,-,,,,,,,,,,,,
應收款項,-,,,"25,511",,,"72,194",,,"5,639,575",,,,,,,,,,,,
應收票據,-,,,-,,,-,,,-,,,,,,,,,,,,
應收帳款,-,,,"4,969",,,"35,621",,,"2,294,569",,,,,,,,,,,,
備抵呆帳－應收帳款(-),-,,,-,,,-,,,-324,,,,,,,,,,,,
應收醫療帳款,-,,,"22,951",,,-,,,-,,,,,,,,,,,,
備抵醫療折讓(-),-,,,"-2,968",,,-,,,-,,,,,,,,,,,,
應收收益,-,,,-,,,-,,,-,,,,,,,,,,,,
應收利息,-,,,557,,,66,,,-,,,,,,,,,,,,
其他應收款,-,,,2,,,"36,507",,,"3,345,330",,,,,,,,,,,,
存貨,-,,,"2,279",,,-,,,-,,,,,,,,,,,,
醫療用品,-,,,"2,279",,,-,,,-,,,,,,,,,,,,
預付款項,-,,,-,,,"428,317",,,"1,466",,,,,,,,,,,,
預付費用,-,,,-,,,"428,317",,,"1,466",,,,,,,,,,,,
其他預付款,-,,,-,,,-,,,-,,,,,,,,,,,,
短期貸墊款,-,,,892,,,-,,,-,,,,,,,,,,,,
短期墊款,-,,,892,,,-,,,-,,,,,,,,,,,,
投資、長期應收款、貸墊款及準備金,-,,,-,,,"16,896,870",,,"7,953,623",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
長期投資,-,,,-,,,"16,896,870",,,-,,,,,,,,,,,,
不動產投資,-,,,-,,,"16,896,870",,,-,,,,,,,,,,,,
其他長期投資,-,,,-,,,-,,,-,,,,,,,,,,,,
長期應收款,-,,,-,,,-,,,"7,890,000",,,,,,,,,,,,
長期應收款,-,,,-,,,-,,,"7,890,000",,,,,,,,,,,,
長期貸款,-,,,-,,,-,,,-,,,,,,,,,,,,
其他長期貸款,-,,,-,,,-,,,-,,,,,,,,,,,,
長期墊款,-,,,-,,,-,,,"63,623",,,,,,,,,,,,
長期墊款,-,,,-,,,-,,,"63,623",,,,,,,,,,,,
固定資產,"249,500",,,"5,456",,,3,,,8,,,,,,,,,,,,
土地,-,,,-,,,-,,,-,,,,,,,,,,,,
土地,-,,,-,,,-,,,-,,,,,,,,,,,,
土地改良物,-,,,-,,,-,,,-,,,,,,,,,,,,
土地改良物,-,,,-,,,-,,,-,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
臺中市附屬單位預算,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
作業基金預計平衡綜計表,,,,,,,,,,,,,,,,,,,,,,
(依基金別分列),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
中華民國 104 年 12 月 31 日,,,,,,,,,,,,,,,,,,,,,,
單位：新臺幣千元,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,臺中市都市更新及都市發展建設基金,,,臺中市醫療作業基金,,,臺中市市地重劃基金,,,臺中市實施平均地權基金,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
項              目,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
累計折舊－土地改良物(-),-,,,-,,,-,,,-,,,,,,,,,,,,
房屋及建築,"248,000",,,258,,,-,,,-,,,,,,,,,,,,
房屋及建築,"248,000",,,938,,,-,,,-,,,,,,,,,,,,
累計折舊－房屋及建築(-),-,,,-680,,,-,,,-,,,,,,,,,,,,
機械及設備,298,,,"3,018",,,-,,,8,,,,,,,,,,,,
機械及設備,470,,,"8,801",,,"2,045",,,115,,,,,,,,,,,,
累計折舊─ 機械及設備(-),-172,,,"-5,783",,,"-2,045",,,-107,,,,,,,,,,,,
交通及運輸設備,980,,,393,,,3,,,-,,,,,,,,,,,,
交通及運輸設備,"1,400",,,"1,537",,,15,,,-,,,,,,,,,,,,
累計折舊－交通及運輸設備(-),-420,,,"-1,144",,,-12,,,-,,,,,,,,,,,,
什項設備,222,,,"1,787",,,-,,,-,,,,,,,,,,,,
什項設備,"1,102",,,"7,614",,,183,,,14,,,,,,,,,,,,
累計折舊－什項設備(-),-880,,,"-5,827",,,-183,,,-14,,,,,,,,,,,,
購建中固定資產,-,,,-,,,-,,,-,,,,,,,,,,,,
未完工程,-,,,-,,,-,,,-,,,,,,,,,,,,
無形資產,347,,,10,,,-,,,-,,,,,,,,,,,,
無形資產,347,,,10,,,-,,,-,,,,,,,,,,,,
電腦軟體,347,,,10,,,-,,,-,,,,,,,,,,,,
其他資產,-,,,"2,758",,,100,,,"69,000",,,,,,,,,,,,
什項資產,-,,,"2,758",,,100,,,"69,000",,,,,,,,,,,,
存出保證金,-,,,210,,,100,,,-,,,,,,,,,,,,
存出保證品,-,,,-,,,-,,,"69,000",,,,,,,,,,,,
暫付及待結轉帳項,-,,,-,,,-,,,-,,,,,,,,,,,,
代管資產,-,,,"4,949",,,-,,,-,,,,,,,,,,,,
累計折舊－代管資產(-),-,,,"-2,401",,,-,,,-,,,,,,,,,,,,
備忘科目:,-,,,-,,,-,,,-,,,,,,,,,,,,
信託代理與保證資產,"15,000",,,-,,,-,,,"33,034",,,,,,,,,,,,
信託代理與保證資產,"15,000",,,-,,,-,,,"33,034",,,,,,,,,,,,
保管有價證券,"15,000",,,-,,,-,,,"33,034",,,,,,,,,,,,
保管品,-,,,-,,,-,,,-,,,,,,,,,,,,
保證品,-,,,-,,,-,,,-,,,,,,,,,,,,
負債,"493,000",,,"16,775",,,"17,884,696",,,"12,513,910",,,,,,,,,,,,
流動負債,"476,000",,,"13,769",,,-,,,"12,404,165",,,,,,,,,,,,
短期債務,-,,,-,,,-,,,-,,,,,,,,,,,,
短期借款,-,,,-,,,-,,,-,,,,,,,,,,,,
應付款項,"476,000",,,"13,769",,,-,,,"12,352,176",,,,,,,,,,,,
應付帳款,"476,000",,,-,,,-,,,"552,176",,,,,,,,,,,,
應付代收款,-,,,-,,,-,,,-,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
臺中市附屬單位預算,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
作業基金預計平衡綜計表,,,,,,,,,,,,,,,,,,,,,,
(依基金別分列),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
中華民國 104 年 12 月 31 日,,,,,,,,,,,,,,,,,,,,,,
單位：新臺幣千元,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,臺中市都市更新及都市發展建設基金,,,臺中市醫療作業基金,,,臺中市市地重劃基金,,,臺中市實施平均地權基金,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
項              目,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
應付費用,-,,,"13,769",,,-,,,-,,,,,,,,,,,,
應付利息,-,,,-,,,-,,,-,,,,,,,,,,,,
應付繳庫數,-,,,-,,,-,,,"11,800,000",,,,,,,,,,,,
其他應付款,-,,,-,,,-,,,-,,,,,,,,,,,,
預收款項,-,,,-,,,-,,,"51,989",,,,,,,,,,,,
預收收入,-,,,-,,,-,,,"51,989",,,,,,,,,,,,
長期負債,-,,,-,,,"17,879,751",,,-,,,,,,,,,,,,
長期債務,-,,,-,,,"17,879,751",,,-,,,,,,,,,,,,
長期借款,-,,,-,,,"17,879,751",,,-,,,,,,,,,,,,
其他負債,"17,000",,,"3,006",,,"4,945",,,"109,745",,,,,,,,,,,,
